book,author,publisher,price,detail
 信息安全风险评估手册（第2版） 信息安全评估实操方法、云平台安全评估、智慧城市安全防护,郭鑫,机械工业出版社,¥74.20,随着信息技术的快速发展，网络空间逐渐成为人类生活中一个不可或缺的新场域，并深入到了社会生活的方方面面，由此带来的网络空间安全问题也越来越受到重视。网络空间安全不仅关系到个体信息和资产安全，更关系到国家安全和社会稳定。一旦网络系统出现安全问题，那么将会造成难以估量的损失。从辩证角度来看，安全和发展是一体之两翼、驱动之双轮，安全是发展的前提，发展是安全的保障，安全和发展要同步推进，没有网络空间安全就没有国家安全。 为了维护我国网络空间的主权和利益，加快网络空间安全生态建设，促进网络空间安全技术发展，机械工业出版社邀请中国科学院、中国工程院、中国网络空间研究院、浙江大学、上海交通大学、华为及腾讯等全国网络空间安全领域具有雄厚技术力量的科研院所、高等院校、企事业单位的相关专家，成立了
 深入浅出TCP/IP和VPN 一本书读懂网络协议,李宗标,北京大学出版社,¥148.50,TCP/IP和VPN重量级教材：以幽默诙谐的笔调图解 HTTP、图解 TCP/IP、图解MPLS、图解OSPF/RIP/IS-IS/BGP、图解VPN，全面阐述和透彻分析网络协议的工作原理和实现细节，涵盖新的网络协议和实践方法。
 Origin科技绘图与数据分析实战 ,李润明,人民邮电出版社,¥52.30,作者经验丰富，有20多年的Origin绘图经历，并且长期从事相关教学工作； 图文结合，步骤详细，轻松掌握高大上的绘图技能； 本书提供配套的案例资源和讲解PPT，学习过程犹如老师陪伴； 随书附带彩插页，读者可以直观感受Origin绘图的强大魅力。
 JavaScript ES8函数式编程实践入门(第2版) 着力介绍JavaScript当今主要特性的运用技巧，从基本概念开始，逐步介绍按照当今Web标准编写JavaScript代码的方式。,安托·阿拉文思,清华大学出版社,¥44.80,《JavaScript ES8 函数式编程实践入门(第2版)》探讨函数式编程的概念和JavaScript语言的函数性。首先介绍函数式编程的概念，分析命令式编程和函数式编程之间的主要区别。之后直接进入JavaScript函数，阐述如何使用ES8编写函数。接下来介绍高阶函数，并讨论 函数作为数据 如何提供更多的可能性。 《JavaScript ES8 函数式编程实践入门(第2版)》带你使用闭包构建高阶函数，并探讨数组以及可与数组一起使用的API；介绍如何使用currying与partial应用程序把一个函数转换为另一个函数。本书还详细讨论compose函数、函子和Monad。在深入探讨函子的应用后，本书讲解ES8提供的新特性，如async、await。 《JavaScript ES8 函数式编程实践入门(第2版)》的后几章展示如何使用函数式工具包构建一个小型库，以开发Web应用程序，还讲解测试函数式代码的技巧。
 5G技术核心与增强：从R15到R16 OPPO研究院5G标准专家团队成果，包含R16新版本，对B5G、6G预研也有参考。令标准人员回味、从业人员寻味、初学人员领悟、开发人员顿悟。张平院士等专家推荐,OPPO研究院,清华大学出版社,¥148.50,中国工程院院士，北京邮电大学教授 张平 西安电子科技大学通信工程学院院长、教授 沈八中 东南大学研究生院常务副院长、教授 金石 中国移动集团级首席专家，3GPP RAN全会副主席 徐晓东 联袂推荐
 人工智能算法 卷3 深度学习和神经网络（全彩印刷） AI算法入门教程，算法导论，实例讲解人工智能基础算法！丰富的示例代码和在线资源，提供在线实验环境，代码下载，方便动手实践与拓展学习，全彩印刷,杰弗瑞·希顿,人民邮电出版社,¥67.40,1.本卷研究了当前的神经网络技术，包括ReLU 激活、随机梯度下降、交叉熵、正则化、Dropout 和可视化； 2.丰富的示例代码和在线资源，方便动手实践与拓展学习； 3.提供在线实验环境； 4.全彩印刷； 5.《人工智能算法 卷3 深度学习和神经网络》是系列图书第3本，卷1《人工智能算法 卷1 基础算法》、卷2《人工智能算法 卷2 受大自然启发的算法》已在人民邮电出版社出版；。 自人工智能的早期阶段以来，神经网络就扮演着至关重要的角色。现在，令人兴奋的新技术，例如深度学习和卷积，正在将神经网络带向一个全新的方向。本书结合各种现实世界任务中的神经网络应用，例如图像识别和数据科学，介绍了当前的神经网络技术，包括ReLU激活、随机梯度下降、交叉熵、正则化、Dropout和可视化。 本书的目标读者是那些对人工智能感兴趣，但苦于没有良好的数学基础
 剪映：零基础学视频剪辑（Windows版） 让视频剪辑更简单，小白也能轻松上手，各种酷炫视频效果轻松搞定,楚飞,化学工业出版社,¥88.00,从零开始，精通剪映8大核心： 网红调色、转场动画、字幕效果、配乐卡点 蒙版合成、动态相册、酷炫效果、电影大片
 机器学习与深度学习（基于Python实现）智博人工智能技术图书 python机器学习实战 python深度学习 用Python编程解释机器学习和深度学习的算法原理，学习机器学习和深度学习的本质。,小高知宏,水利水电出版社,¥79.80,读者对象：有一定Python基础，想学习人工智能、机器学习、深度学习的所有人员。 用Python直接实现机器学习和深度学习相关算法，可以让读者更好地理解机器学习和深度学习算法的本质，更好地理解其中的原理。 用程序范例呈现机器学习和深度学习程序处理的核心框架，对机器学习和深度学习的相关技术进行具体、深入的说明。
 企业信息安全建设与运维指南 覆盖企业3个阶段安全建设指南+30个真实案例实践+20个实施指南，全面助力企业信息安全建设；从基础安全设施建设到全面风控系统构建全覆盖，为大中小企业量身定制安全方案，完美满足各类企业安全建设需求,李斌,北京大学出版社,¥66.70,（1）系统全面，讲述企业信息安全建设从0到1的全部过程。本书聚焦安全体系如何落地，从安全体系规划、方案设计、产品选型、产品开发、部署实施、日常运维等维度详细阐释，内容覆盖办公安全、IDC安全、产品安全、数据安全、安全管理、安全自动化系统开发和业务安全体系建设，基本满足大多数中小企业的安全建设需求。 （2）结合作者实践经验，可操作性强。笔者有十多年信息安全从业经验，曾任职于国内知名网络安全厂商，为数十家企业和各类单位提供安全咨询和专业服务，熟悉企业的安全需求和痛点，本书将作者的实际工作经验总结为案例，具体实用。 （3）分析具体，深入浅出，易于理解。本书从与日常的生活与工作息息相关的安全问题着手，由浅入深循序渐进，讲解信息安全建设过程中的注意事项，便于读者理解安全架构的原理，进而使安全系统
 网易一千零一夜：互联网产品项目管理实战 不懂项目管理，怎么带团队？网易大牛多年干货分享，带你玩转互联网项目管理！,网易杭研项目管理部,电子工业出版社,¥46.00,1001夜，将近10年的时光，曹智清、雷蓓蓓、何燕华、刘煦萍、靳霄、陈海春、曾璎珞、吕广川、钟欣、张孙恩、汤君嬉，这些来自网易杭研项目管理部、曾成功完成网易云课堂、网易云音乐、网易LOFTER、网易云阅读、网易云计算、网易视频云、猛犸大数据平台、网易有数、网易易盾、网易云捕等一系列互联网产品的资深项目经理给你带来丰富而有内涵的干货分享。字字句句凝结了网易项目经理的甘与苦、汗与泪，真实反映了网易面向互联网产品的项目管理实战经验与心路历程。 相关推荐图书： 项目管理工具箱（第2版） 识别和管理项目风险：预防项目失败的基本方法（第3版） 如客户般管理干系人（第2版） 项目管理难题即效解决方案：93 个良方解除项目管理痛点 项目管理中的领导力 从项目管理者到领导者成功转型的七要素 微权力下的项目
 人工智能与艺术 人工智能与艺术多角度融合，深入阐述人工智能的典型案例、原理和发展方向，AI绘画/音乐/电影/游戏，覆盖各个热门艺术领域。,谭剑,人民邮电出版社,¥82.30,人工智能已经全面进入艺术领域，本书是知名院校学者耗时多年的总结之作。 本书融合了AI与艺术、AI技术革命ChatGPT的前世今生以及人工智能与艺术的发展与应用。 本书适合社会大众及不同门类艺术专业人员阅读，既能了解艺术知识又能学习人工智能技术原理。
